restaurant_id,restaurant_name,rating,review_count,locality,street_address,categories
tKPt_MMgutqeS5ttYAcYKQ,Moghul Express,3.5,9,Seattle,701 5th Ave,"[u'Pakistani', u'Indian', u'Restaurants']"
c1nKjxYx9D-r5Szbl6rhbQ,Mojito Cafe,3,16,Seattle,181 Western Ave W,"[u'Cuban', u'Restaurants']"
AfB-meM_ClYDkd-SP0mb4g,Moka's Cafe & Coffee Bar,4,32,Seattle,329 Fairview Ave N,"[u'Food', u'Coffee & Tea', u'Cafes', u'Beer, Wine & Spirits', u'Restaurants']"
OJlYzcWkdrHhDyzwJi3bIQ,Mojito,4,244,Seattle,7545 Lake City Way NE,"[u'Cuban', u'Venezuelan', u'Colombian', u'Latin American', u'Restaurants']"
_a0_z-Ag2GqK2pBzCkyppw,Moli Bento,3.5,6,Seattle,316 15th Ave E,"[u'Japanese', u'Restaurants']"
_Ny2q_KNS8MG88E5S_ikLA,Molly Maguires,4,49,Seattle,610 NW 65th St,"[u'Pubs', u'Bars', u'Nightlife', u'Irish', u'Restaurants']"
rQZBjywf-SFDNjokmN_v7w,Molly's Salads,4.5,34,Seattle,Henry Art Gallery,"[u'Vegetarian', u'Salad', u'Restaurants']"
mlrjtQBdbaZ8e6aHkZonSw,Mom's,3,8,Seattle,4570 Universty Vlg Plz NE,[u'Restaurants']
_K00GLLUE2nHNDqeKeQHIw,Molly's,4,11,Seattle,5701 6th Ave S,"[u'Cafes', u'Sandwiches', u'Restaurants']"
-DplW5qj_DlX_-WMnaxh-w,Mom's Teriyaki,3.5,11,Seattle,2230 3rd Ave,"[u'Fast Food', u'Japanese', u'Restaurants']"
VakKg_wfU24pW6ee1IRbvA,Mimosa Cafe,4,41,Seattle,621 3rd Ave,"[u'Cafes', u'Restaurants']"
Gj8GPn5LsNUuQ2jIUVZOtg,Minh Tam's Market Bbq & Deli,2.5,3,Seattle,1040 S Jackson St,"[u'Grocery', u'Food', u'Meat Shops', u'Delis', u'Specialty Food', u'Restaurants']"
HSZerZSQpstdOT0Yax4Zgw,Mint Cafe Mediterranean Kitchen,4,41,Seattle,713 2nd Ave,"[u'Turkish', u'Mediterranean', u'Restaurants']"
hQa6YDC-QgzDUsIP67oCbw,Mio Sushi,3,31,Seattle,7900 E Green Lake Dr N,"[u'Japanese', u'Sushi Bars', u'Restaurants']"
W1vmMhE0looI96Vg7ZXqlg,Mio Sushi,3,49,Seattle,120 Westlake Ave N,"[u'Japanese', u'Sushi Bars', u'Restaurants']"
QQfHD20gN8FJGmsLiQkX8Q,Mira Restaurant & Bar,3.5,2,Seattle,2800 1st Avenue Bsmt,[u'Restaurants']
PpAiLhErwd08QhPb06_-hA,Mioposto,3.5,89,Seattle,3601 S McClellan St,"[u'Food', u'Coffee & Tea', u'Italian', u'Pizza', u'Restaurants']"
yQ-RaPTXD0d8sqrnarH2Hw,Miriani's,4,1,Seattle,2208 N 45th St,[u'Restaurants']
Thpe29fIFJ9XtExcJ8dQSw,Mirch Masala,3.5,101,Seattle,213 Broadway Ave E,"[u'Indian', u'Buffets', u'Restaurants']"
53AqQdnxWhM_r_xJloT-jQ,Miro Tea,4,167,Seattle,5405 Ballard Ave NW,"[u'Food', u'Desserts', u'Creperies', u'Tea Rooms', u'Restaurants']"
ENTgHkUIb0lytWn3AfDvDw,Mission,3.5,177,Seattle,2325 California Ave SW,"[u'Bars', u'Mexican', u'Latin American', u'Nightlife', u'Lounges', u'Restaurants']"
ofk7VDYSn9-qHaHw3-Ifeg,Mistral Restaurant,4,12,Seattle,113 Blanchard St,[u'Restaurants']
GbDD6teltRbhYju5Jf8HvA,Mistral Kitchen,3.5,265,Seattle,2020 Westlake Ave,"[u'American (New)', u'Restaurants']"
h0fxHt32qJR1Uj4bSd-b1w,Miyabi 45th,5,4,Seattle,2208 N 45th St,"[u'Japanese', u'Restaurants']"
qW-DVUAsUX932GLwPrgwIQ,Michaelangelo's Bistro & Bar,1,1,Seattle,305 Harrison St,[u'Restaurants']
uvifFrhglC6Xe17_-bAIZQ,Michelangelo's Bistro & Bar,3.5,5,Seattle,Center House Seattle,"[u'Italian', u'Restaurants']"
Psj6z_waphxuEUWGwd5SiA,Michou,4.5,211,Seattle,1904 Pike Pl,"[u'Delis', u'Sandwiches', u'Restaurants']"
2lBLLa99589ubkeOqAQS9w,Midori Teriyaki,2.5,14,Seattle,1120 Howell St,"[u'Japanese', u'Restaurants']"
oNXOpgBI6guPaehjzaLRPw,Mighty-O Donuts,4.5,474,Seattle,2110 N 55th St,"[u'Food', u'Donuts', u'Bakeries', u'Vegan', u'Restaurants']"
_2S7xumydq6B_fcwvknqxw,Mikado,3.5,58,Seattle,1306 S King St,"[u'Japanese', u'Sushi Bars', u'Restaurants']"
o23nHifKIVttxX0YU8bb3w,Mike's Chili Parlor,3.5,162,Seattle,1447 NW Ballard Way,"[u'American (Traditional)', u'Bars', u'Restaurants', u'Nightlife', u'Dive Bars']"
TeZD7-5ZQuKuyHJkUneKmA,Mike's East Coast Sandwiches,4,41,Seattle,206 5th Ave S,"[u'Caterers', u'Sandwiches', u'Event Planning & Services', u'Restaurants']"
Q3enMvT0b3LqzgkclgI2BQ,Mikou Teriyaki,4,31,Seattle,6519 4th Ave S,"[u'Japanese', u'Restaurants']"
ySKMvcI3ImApkkMkSjna9A,Mike's Noodle House,4,341,Seattle,418 Maynard Ave S,"[u'Cantonese', u'Chinese', u'Restaurants']"
ngN4AYEeEG4xKOrRs1KUdA,Milano Pizza & Pasta,3,69,Seattle,405 NE 45th St,"[u'Italian', u'Pizza', u'Restaurants']"
upaeoUsQIIPdP_uSprSsLA,Metropole American Kitchen & Bar,4,7,Seattle,820 Pike St,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']"
lxvncNXJKThTmLmARv72pA,Metropolitan Grill,4.5,602,Seattle,820 2nd Ave,"[u'American (Traditional)', u'Steakhouses', u'Restaurants']"
au7v28qOjyXKakeQTXrn6A,MexiBurger,3.5,15,Seattle,122 1st Avenue N,"[u'Burgers', u'Mexican', u'Restaurants']"
ooZWtqrcbRObYt2-G6f9ew,Mexican Grocery,4,32,Seattle,1914 Pike Pl,"[u'Grocery', u'Ethnic Food', u'Food', u'Specialty Food', u'Mexican', u'Restaurants']"
CC9hrkOzEBNmBh0lw9d1Og,Mexico City Tapas y Tacos,3.5,13,Seattle,Pacific Place Center,"[u'Fast Food', u'Mexican', u'Restaurants']"
yZHrEluMzhCBCTxOdNCr1w,Mexico Cantina y Cocina,3.5,218,Seattle,Pacific Place Center - Level 4,"[u'Mexican', u'Restaurants']"
S6HxhfY1XuyIAqZgkO4iog,Meza,3.5,164,Seattle,1515 14th Ave,"[u'Bars', u'Lounges', u'Tapas Bars', u'Nightlife', u'Latin American', u'Restaurants']"
Uj7Bt7Wq-7HKKzzZDFNyiw,Mezza Cafe-Catering Food Service,2,1,Seattle,2401 Utah Ave S Ste 301,[u'Restaurants']
FdXeE401B1cVGnjLYu85zg,Mezcaleria Oaxaca,4,113,Seattle,2123 Queen Anne Ave N,"[u'Mexican', u'Restaurants']"
_YVMH92o5QeW7oCNZrmIbA,MezzaLuna,3.5,20,Seattle,2608 S Judkins St,"[u'Breakfast & Brunch', u'Italian', u'Restaurants']"
m_76-w-WFZTeA7zIV-mKtg,Mi Charrito Taqueria,3.5,47,Seattle,1312 NE 45th St,"[u'Mexican', u'Restaurants']"
Q_MIzolhfTbgigruxkQ0Uw,Mi Chalateca,3.5,19,Seattle,9710 Aurora Ave N,"[u'Mexican', u'Latin American', u'Restaurants']"
UsEJZjcxksVgw4IyQ01F2A,Mi Luncherita Mexicana,1.5,3,Seattle,Sodo District,"[u'Food Stands', u'Mexican', u'Restaurants']"
P5kIMCuhuntI0NMy115jgA,Mi La Cay,3.5,60,Seattle,718 Rainier Ave S,"[u'Vietnamese', u'Restaurants']"
HPWy_xL_vfAcavh73X5lUg,Mia's Off Broadway Cafe,4.5,27,Seattle,1601 Harvard Ave,"[u'Asian Fusion', u'Vegetarian', u'Delis', u'Restaurants']"
bQG-iXII3ZBv-JGc5AXK5w,Michael's B.Bop,3,2,Seattle,2300 N 45th St,"[u'Food', u'Korean', u'Food Trucks', u'Food Stands', u'Restaurants']"
mcqID9-hqrsRfrEYv8ZTpw,Melt Cafe,4,31,Seattle,2818 Thorndyke Ave W,"[u'Sandwiches', u'Restaurants']"
JCgvJyyYac5nJ1s-R3ZEBA,Memo's Mexican Food,3,181,Seattle,4743 University Way NE,"[u'Mexican', u'Restaurants']"
1PhVjWWx0BFfuQvFk-WrtA,Mendoza's Mexican Mercado,5,8,Seattle,7811 Aurora Ave N,"[u'Grocery', u'Ethnic Food', u'Food', u'Specialty Food', u'Mexican', u'Restaurants']"
jq3-R5hrUBeUu8X0svA5Fg,Meraz Tortas and Tacos,5,1,Seattle,12626 Renton Ave S,"[u'Food', u'Restaurants', u'Mexican', u'Street Vendors', u'Food Trucks']"
N5jTbrxWzFJwUwQCQ-Bndw,Merchants Cafe,3,16,Seattle,109 Yesler Way,"[u'Bars', u'Cafes', u'Nightlife', u'Restaurants']"
jUbZ8LtpvTzjeTA0S3ENGg,Merchant's Cafe and Saloon,4,40,Seattle,109 Yesler Way,"[u'Bars', u'Cafes', u'Nightlife', u'Restaurants']"
vw21QxxEXp10Q8Uv9Dwltw,Merhas Indian Cuisine,1,1,Seattle,9809 16th Ave SW,"[u'Pakistani', u'Indian', u'Restaurants']"
bA4wRiyPbtFVNALZY8y1Zw,Merinae Restaurant,3.5,10,Seattle,12020 Aurora Ave N,"[u'Korean', u'Restaurants']"
j2_6gljJ_CS4RHtZb0OS9Q,Mesob Ethiopian Restaurant,3.5,43,Seattle,1325 E Jefferson St,"[u'Ethiopian', u'Restaurants']"
1KBmWMztYIYS1FdRzGYT7w,Meskel Ethiopian Restaurant,4,58,Seattle,2605 E Cherry St,"[u'Ethiopian', u'Restaurants']"
p2cZveHzEHggHDwYWepVdA,Mestizo Tequila Lounge and Grill,2,22,Seattle,2313 1st Ave,"[u'Bars', u'Mexican', u'Nightlife', u'Restaurants']"
9d6_LrTWh6DLzMjSWgF7sA,Meander's Kitchen,4,195,Seattle,6032 California Ave SW,"[u'Breakfast & Brunch', u'Restaurants']"
V0kCgzvcjiFrVLOfk3FGyg,Meander's Kitchen,3.5,36,Seattle,9635 16th Ave SW,"[u'Breakfast & Brunch', u'Restaurants']"
5YBRY42YQ26feHfN3Z3dVA,Measure,1,1,Seattle,200 University St,"[u'American (New)', u'Restaurants']"
Kk-qJvB0aKW6GYOZjhLuMg,Meaty Johnson's BBQ,5,1,Seattle,421 1st Ave S,"[u'Barbeque', u'Restaurants']"
2KG_Fj5dtucCe4GxbONd5w,Mecca Cafe,4,251,Seattle,526 Queen Anne Ave N,"[u'Bars', u'American (Traditional)', u'Breakfast & Brunch', u'Nightlife', u'Dive Bars', u'Restaurants']"
D_-AmcDjbgS-B-0ggYRFmA,Med Mix,3.5,54,Seattle,1400 23rd Ave,"[u'Mediterranean', u'Restaurants']"
p-BeQsR_AxHaexxkL-N-4g,Medi,3.5,37,Seattle,1312 4th Ave,"[u'Delis', u'Sandwiches', u'Restaurants']"
MEqQIv98a6CZWkSd_JdCpw,Mediterranean Avenue,4.5,38,Seattle,Westlake Center Mall,"[u'Greek', u'Food Court', u'Mediterranean', u'Restaurants']"
fnB_-d1HYylewBIgGKqMkw,Mediterranean Express,3.5,109,Seattle,1417 Broadway,"[u'Caterers', u'Mediterranean', u'Middle Eastern', u'Event Planning & Services', u'Restaurants']"
L5G87N3L71VfRcBrCcvc9A,Mediterranean Kitchen,4.5,60,Seattle,1009 Boren Ave,"[u'Lebanese', u'Mediterranean', u'Middle Eastern', u'Restaurants']"
ooemdT2K2agyCZEBCbFyZQ,Mediterranean Kitchen,4.5,21,Seattle,366 Roy St,"[u'Greek', u'Mediterranean', u'Restaurants']"
JBBwejnIm156q9dOLJHWkg,Mediterranean Mix,3.5,131,Seattle,205 1st Ave S,"[u'Greek', u'Mediterranean', u'Restaurants']"
pjxLWC1XqPGAdPxZupJgBg,Mee Sum Pastry,4,223,Seattle,1526 Pike Pl,"[u'Food', u'Bakeries', u'Chinese', u'Restaurants']"
XyeRCD7AAkwzPL8stT_Law,Mee Sum Pastry,3,110,Seattle,4343 University Way NE,"[u'Food', u'Coffee & Tea', u'Bakeries', u'Chinese', u'Restaurants']"
xMFL8fSbLRKyRJmhGq0Uvw,Mehak Indian Cuisine,3.5,60,Seattle,12327 Roosevelt Wy NE,"[u'Pakistani', u'Indian', u'Restaurants']"
h6mGhjBL-AeTVEQVWw7kfg,Mekong Village,4,116,Seattle,12020 Aurora Ave N,"[u'Vietnamese', u'Restaurants']"
0GHWMf3Xqptn2WoMxBmprg,Mel's & Joelle's,4,1,Seattle,1001 4th Ave Ste 50,"[u'Delis', u'Restaurants']"
Q6zWeW3PQt7J1K_iS0qzYQ,Mel's Market,4,56,Seattle,3rd & Madison St,"[u'Food', u'Burgers', u'Convenience Stores', u'Sandwiches', u'Restaurants']"
hDS_R3cKqMczXN0hS9Mg1g,Melange Market,4,19,Seattle,"1201 3rd Ave, Ste 210","[u'Delis', u'Restaurants']"
9c0lSX6KTe88-ZLva1nu0w,Maximilien Restaurant,4,285,Seattle,81 Pike St,"[u'French', u'Restaurants']"
bhd_OwFD47cmioeuHS86fg,Maxims,1,1,Seattle,5608 Rainier Ave S,[u'Restaurants']
ysOvLySJWPkZd-JRAodAIg,Maximus/Minimus,3.5,202,Seattle,2nd Ave & Pike St,"[u'Food', u'Barbeque', u'Food Trucks', u'Sandwiches', u'Restaurants']"
UzP7A3LEeb5Cv7oJbcrm0Q,Maxwell's Cafe,3.5,9,Seattle,The Renaissance Hotel,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']"
F58IYvV3a7gSYHwAyG6xNg,May Restaurant and Lounge,3.5,179,Seattle,1612 N 45th St,"[u'Bars', u'Thai', u'Nightlife', u'Lounges', u'Restaurants']"
jR8rkMqVM7eIH0MFF6-Uug,Mayas Restaurant,3,1,Seattle,11401 Rainier Avenue S,[u'Restaurants']
XUudV5dnWVMMxHd9696d2Q,Mayas Restaurant,3.5,41,Seattle,9447 Rainier Ave S,"[u'Mexican', u'Restaurants']"
xIewbbdcORsy2FhVKCVnLA,McCormick's Fish House & Bar,3.5,82,Seattle,722 Fourth Ave.,"[u'Seafood', u'Restaurants']"
dhN2K6BoKv8sqQd5Dz4KDA,McCormick & Schmick's Harborside,3,123,Seattle,1200 Westlake Ave. North,"[u'Seafood', u'Restaurants']"
uFQdQIOdht0biDpfsSm45w,McCormick & Schmick's,3.5,161,Seattle,1103 First Ave.,"[u'Seafood', u'Restaurants']"
VNjgV-AGtYT3uoI-uugqcQ,McCormicks & Shmicks,5,1,Seattle,1st ave,"[u'American (Traditional)', u'Restaurants']"
khq5Bhclg2Lud0vzWdlJQg,McCoy's Firehouse,3.5,51,Seattle,173 S Washington St,"[u'American (Traditional)', u'Restaurants']"
vkQc9gVyja5jOqsMwy4Hqw,McDonald's,1,3,Seattle,801 Alaskan Way,"[u'Burgers', u'Fast Food', u'Restaurants']"
teVDOPvBXdffBnQZPrGufA,McDonald's,3,8,Seattle,2336 25th Ave S,"[u'Burgers', u'Fast Food', u'Restaurants']"
mGTS2oVPE94uLvQvBwC2Kg,McDonald's,3,26,Seattle,222 5th Ave N,"[u'Burgers', u'Fast Food', u'Restaurants']"
xVEknHCAnqgBlR_e9Gcy7A,McDonald's,2,6,Seattle,6546 California Ave SW,"[u'Burgers', u'Fast Food', u'Restaurants']"
6OlODq58Tc4VJFKxPfVptA,McDonald's,1,16,Seattle,1530 3rd Ave,"[u'Burgers', u'Fast Food', u'Restaurants']"
qy5eSSm1VY3z5YqEnakJ4A,McDonald's,3,14,Seattle,1950 6th Ave,"[u'Burgers', u'Fast Food', u'Restaurants']"
pyxT8TspLHKBkJV_mvA9nA,McDonald's,3,21,Seattle,Westlake Center,"[u'Burgers', u'Fast Food', u'Restaurants']"
D_12u002tfFVxXlpZglVJw,McDonald's,4,1,Seattle,9304 Rainier Ave S,"[u'Fast Food', u'Restaurants']"
CQQR_SVYc1P7oQ_GlYKPbQ,McDonald's,2.5,6,Seattle,8533 Greenwood Ave N,"[u'Fast Food', u'Restaurants']"
s4DwJsgxb-GQFlEnM2K2Bg,McDonald's,2.5,11,Seattle,2580 SW Barton St,"[u'Burgers', u'Fast Food', u'Restaurants']"
swzAzHMlmlB_QQX4gZ6FvQ,McDonald's,2.5,8,Seattle,6305 Martin Luther King Jr Way S,"[u'Burgers', u'Fast Food', u'Restaurants']"
YcDwkg-dPQz1aJw-MGkX9g,McDonald's,2,3,Seattle,2137 N Northgate Way,"[u'Burgers', u'Fast Food', u'Restaurants']"
V7jRawvaN5nKxFwEITy76g,McDonald's,2.5,13,Seattle,725 3rd Ave,"[u'Burgers', u'Fast Food', u'Restaurants']"
qsTO1v4b7tARjxSGsxH0bQ,McDonald's,2.5,8,Seattle,801 Alaskan Way,"[u'Burgers', u'Fast Food', u'Restaurants']"
341900SfSSCgSKeDNk4m2Q,McDonald's,3,5,Seattle,6145 4th Ave S,"[u'Burgers', u'Fast Food', u'Restaurants']"
fCziw6BjkTWEN9HHF9dE4w,McDonald's,3,21,Seattle,5400 14th Ave NW,"[u'Burgers', u'Fast Food', u'Restaurants']"
hpPd79e2H8Ut8yossbcNcQ,McDonald's,3.5,5,Seattle,2401 4th Ave S,"[u'Burgers', u'Fast Food', u'Restaurants']"
94MkDQechhuT4C5t9c6fQQ,McDonald's,2.5,16,Seattle,2147 N Northgate Way,"[u'Burgers', u'Fast Food', u'Restaurants']"
E2__iB120ygJubj1LNxMVw,McDonald's,3.5,18,Seattle,5146 25th Ave NE,"[u'Burgers', u'Fast Food', u'Restaurants']"
bOMBXno-ZK_EvPjvY5OcYg,McDonald's,2.5,9,Seattle,9000 Holman Rd NW,"[u'Burgers', u'Fast Food', u'Restaurants']"
qqlm07Nd0hPE-J9HXuaAqw,McDonald's,3,25,Seattle,1122 Madison St,"[u'Burgers', u'Fast Food', u'Restaurants']"
N_-gjv4iMPw5o6-qqCoBaQ,McGilvra's,3,47,Seattle,4234 E Madison St,"[u'Pubs', u'Bars', u'Nightlife', u'Irish', u'Restaurants']"
Ugzfp4N_MDfyqa1W_GRyYQ,McKinley's Soup Plus,3,3,Seattle,400 Pine St,"[u'Food', u'Restaurants']"
mKcsSoKE7b1mxmtgtIqoaA,McMenamins Queen Anne,3.5,139,Seattle,200 Roy St,"[u'Bars', u'American (New)', u'Food', u'Breweries', u'Pubs', u'Nightlife', u'Restaurants']"
9TJ0Y27FopQzZNlBeQj2jQ,Masala of India Cuisine,4,178,Seattle,539B NE Northgate Way,"[u'Indian', u'Buffets', u'Restaurants']"
airC8fqOXEvv4q698XazFQ,Masae's Teriyaki,4,13,Seattle,19021 International Blvd,"[u'Japanese', u'Restaurants']"
uSV5ADtSl5KJpz8s49FS7g,Mashawi Mediterranean Cuisine,4.5,8,Seattle,366 Roy St,"[u'Lebanese', u'Mediterranean', u'Middle Eastern', u'Restaurants']"
fqjzByUM_GESVl3Git9w0A,Matt's Famous,4,5,Seattle,Pier 52 - Coleman Ferry Dock,"[u'American (Traditional)', u'Hot Dogs', u'Restaurants']"
X3OpmXK6RAYukZD5OcKUQQ,Matt's Gourmet Hot Dogs,3.5,4,Seattle,2325 NW Market St,"[u'Hot Dogs', u'Restaurants']"
0ge2fs58BknJaJhPdQ05Kw,Matt's Famous Chili Dogs,4,1,Seattle,2325 NW Market St,"[u'Hot Dogs', u'Restaurants']"
5DX0HKM8CUI6F-GMagPdXA,Matt's Gourmet Hot Dogs,2,9,Seattle,1301 45th St NE,"[u'Hot Dogs', u'Restaurants']"
8M_ttK8JsGJp3cTdJFtaPg,Matt's Famous Chili Dogs,3.5,46,Seattle,6615 E Marginal Way S,"[u'Burgers', u'Hot Dogs', u'Restaurants']"
bB9mbLCKSvXltK8za8nK0A,Matt's In The Market,4,420,Seattle,94 Pike St,"[u'American (New)', u'Restaurants']"
Uox_LFI_Venq0mp4dBl3Hg,Mawadda Cafe,4,70,Seattle,4433 S Graham St,"[u'Mediterranean', u'Middle Eastern', u'Restaurants']"
Hizfs4Bp4jz8AjhyOmPm8g,Max's Cafe,4.5,2,Seattle,Hotel FIVE Seattle,"[u'Cafes', u'Restaurants']"
ihd4XkeSiQjbcVMfpl3lOA,Mawadda Cafe,3.5,39,Seattle,2352 California S W,"[u'Sandwiches', u'Middle Eastern', u'Restaurants']"
jx8fAEsfXVrmrtUWPZlaPg,Maxang Deli & Cafe,2,1,Seattle,507 S Jackson St,"[u'Chinese', u'Restaurants']"
QKi826qdbUBMMe1g3sw53Q,Market Street Deli,4,1,Seattle,719 NW Market St,"[u'Delis', u'Restaurants']"
Fl5aovo6rpPa5yRXfy914w,Market Street Grill,2,10,Seattle,1744 NW Market St,[u'Restaurants']
5RhugkQKF09wLpi5cQjdNQ,Marlai Thai Restaurant,3.5,36,Seattle,3719 NE 45th St,"[u'Thai', u'Restaurants']"
YKSPYmONtSATQrhOt8wpsQ,Marrakesh Moroccan Restaurant,3.5,217,Seattle,2334 2nd Ave,"[u'Mediterranean', u'Moroccan', u'Restaurants']"
MTLOSCd2t6RwXxU8XaCLFQ,Mars Restaurant & Bar,3.5,38,Seattle,5247 University Way NE,"[u'American (Traditional)', u'Breakfast & Brunch', u'Persian/Iranian', u'Restaurants']"
DWk_2P-GCSFETNkjAX3f_A,Martins Off Madison,3,5,Seattle,1413 14th Ave,[u'Restaurants']
TDsXXHZQzTXskcRmFpcj_w,Maruta Shoten,4,102,Seattle,1024 S Bailey St,"[u'Grocery', u'Ethnic Food', u'Food', u'Delis', u'Specialty Food', u'Restaurants']"
XEFCBh3coReWpnWDNoXyuw,Marv's Famous Hot Dogs,3.5,7,Seattle,Safeco Field,"[u'Hot Dogs', u'Restaurants']"
W_1rS-lu9l0g_-d9kiyWrA,Marv's Broiler,3.5,5,Seattle,9808 16th Ave SW,"[u'Bars', u'Restaurants', u'American (New)', u'Nightlife', u'Dive Bars']"
MMPU8deeo2uO6tGT5TV_UA,Maria Luisa Empanadas,4.5,5,Seattle,,"[u'Ethnic Food', u'Food', u'Caterers', u'Argentine', u'Specialty Food', u'Event Planning & Services', u'Restaurants']"
5XC_6_uTECvSYxBJEB4ong,Marianna's by the Market,2,1,Seattle,113 Virginia St,"[u'Greek', u'Mediterranean', u'Nightlife', u'Restaurants']"
B4GsvgiOP4msDr4aRwqHqw,Marice's French Laundry,5,3,Seattle,1001 Ward St,"[u'French', u'Restaurants']"
d02FlXauQLas1QbkJ84pUg,Marie Callender's,2.5,36,Seattle,9538 1st Ave NE,"[u'Food', u'Bakeries', u'American (Traditional)', u'Restaurants']"
UhzCZn332fIK-03M8b8rIA,Marination,3,1,Seattle,2500 1st Ave,"[u'Food Stands', u'Restaurants']"
uwUFsatLlEigpNqzSVcA6A,Marination International District,4,1,Seattle,700 5th Ave S,"[u'Asian Fusion', u'Korean', u'Hawaiian', u'Restaurants']"
IsvlaFF0EPEhh3ahTuC4xg,Marination Ma Kai,4,36,Seattle,1660 Harbor Ave SW,"[u'Asian Fusion', u'Korean', u'Hawaiian', u'Restaurants']"
vnSWbn1zcx2GKQphjejedg,Marination Mobile,4.5,28,Seattle,309 Pontius Ave N,"[u'Food', u'Korean', u'Street Vendors', u'Restaurants']"
n2L8Kz45xDqUeVl2f0SmWg,Marination Mobile - SODO - Friday,5,1,Seattle,Edgar Martinez Drive - Occidental Avenue South,"[u'Korean', u'Food Stands', u'Hawaiian', u'Restaurants']"
ysHVrzmDIHPnVPQ3fznn9Q,Marination Mobile,4,287,Seattle,132 N Canal St,"[u'Asian Fusion', u'Food', u'Food Trucks', u'Hawaiian', u'Restaurants']"
8drBw0cVNp1KqsLzRmokYA,Marination Station,4,274,Seattle,1412 Harvard Ave,"[u'Asian Fusion', u'Korean', u'Hawaiian', u'Restaurants']"
LFq7TPd0FFN0rOxIVKcY5w,Marinepolis Sushi Land,3.5,325,Seattle,803 5th Ave N,"[u'Japanese', u'Sushi Bars', u'Restaurants']"
nu-FWsT3OZlfnpfLze4d9A,Mario's Pizza,2.5,3,Seattle,823 3rd Ave,"[u'Pizza', u'Restaurants']"
XRqSjy_TpFyx6-v3KmIJdg,Mario's Pizza,3,41,Seattle,616 1st Ave,"[u'Pizza', u'Restaurants']"
2jtoOzkawrcKxy7BqFu8iA,Marion Court Food Court,3,1,Seattle,823 3rd Ave,"[u'Food Court', u'Restaurants']"
o6MPWGYvep9XNpTZbHit6Q,Marion Court Cafe,3,3,Seattle,823 3rd Ave Ste 211,[u'Restaurants']
fXjLgdq2zGILXumDsijHCw,Marjorie,3.5,105,Seattle,1412 E Union St,"[u'American (New)', u'Restaurants']"
Va7Amqc9zuw0q27mYzj3mw,Marjorie,4.5,77,Seattle,2331 2nd Ave,"[u'American (New)', u'Restaurants']"
d9Q4s4IfpXbC5GwNgGVy4Q,Market Bagels,3,65,Seattle,1525 1st Ave,"[u'Food', u'Bakeries', u'Bagels', u'Sandwiches', u'Restaurants']"
LCCbFbSOZ6WcbjsseSQ6Vw,Market Cafe,4,1,Seattle,1501 17th Avenue East,"[u'Food', u'Coffee & Tea', u'Restaurants']"
97FmPb3XdowZN86OQkVwlQ,Market Diner,4,9,Seattle,1514 Pike Pl,"[u'American (Traditional)', u'Restaurants']"
jKl_18p7QIGk5ffUJ3lw9w,Market Fresh,4.5,19,Seattle,1301 5th Ave,"[u'Buffets', u'Salad', u'Restaurants']"
-cUKl3Lii-6BOidQDEYk_w,Market Fresh,4,11,Seattle,701 5th Ave,"[u'Delis', u'Buffets', u'Restaurants']"
vfw-QCHf4grtHZLeWPHWxA,Market Fresh RS,3,1,Seattle,1301 5th Ave,[u'Restaurants']
ANMQTnsZR-ges0C9HT1I1g,Market Fresh III,4,25,Seattle,925 4th Ave,"[u'Fast Food', u'Buffets', u'Chinese', u'Restaurants']"
KQMRa7tPkfAllcqn7oBNHQ,Market Fresh IV,4,10,Seattle,720 Olive Way,"[u'Buffets', u'Restaurants']"
Q8V3OtplhMljq80KFIU7vA,Market Galbee,3.5,21,Seattle,1505 Pike Pl,"[u'Korean', u'Restaurants']"
vHfJiTfxHdpDg2l6aT1R5g,Market Grill,4,120,Seattle,1509 Pike Pl,"[u'Seafood', u'Restaurants']"
plphNy36q3Txrpp-jnx03g,Mama Williebell's BBQ,2.5,3,Seattle,853 Lake Washington Blvd,"[u'Barbeque', u'Restaurants']"
OPX6UOvrl6kHNB5bQRrbUA,Market House Meats,4.5,87,Seattle,1124 Howell St,"[u'Food', u'Meat Shops', u'Sandwiches', u'Specialty Food', u'Restaurants']"
y7I3ZdTEf9dIHVMAak-X7A,Mamas Brown Bags,3.5,4,Seattle,770 N 34th St,"[u'Delis', u'Caterers', u'Event Planning & Services', u'Restaurants']"
tOBUOMzKgmP8T-yg9M6amw,Mama's Mexican Kitchen,3,393,Seattle,2234 2nd Ave,"[u'Bars', u'Mexican', u'Nightlife', u'Restaurants']"
291GPAfgKKXxjKpE3yMj0g,Mamma Mia Pizzeria,3,4,Seattle,5301 Roosevelt Way NE,"[u'Pizza', u'Restaurants']"
JAowO8zNOdbuP-lm2VCYyA,Mamnoon,4,55,Seattle,1508 Melrose Ave,"[u'Lebanese', u'Persian/Iranian', u'Middle Eastern', u'Restaurants']"
XbRTv9Yq4C8XvAi3xe2kXw,Mamma Melina Ristorante + Pizzeria,3.5,275,Seattle,5101 25th Ave NE,"[u'Bars', u'Italian', u'Pizza', u'Nightlife', u'Restaurants']"
jBwhaBEEgX1DfBvRHTh_9A,Mamounia Resturant,4,14,Seattle,1530 Bellevue Ave,"[u'Middle Eastern', u'Moroccan', u'Restaurants']"
